2,1488,-128,4998,,
starting,,,,,
273359,-16596,68,-316,5908,
35295,3364,-13416,10860,1796,
35300,3236,-13576,10680,1829,
273369,-16488,212,-644,5961,
35306,3388,-13616,10760,1799,
273378,-16452,504,-612,5906,
35311,3516,-13884,10676,1799,
35316,3184,-13856,10688,1775,
273387,-16488,900,-672,5906,
35321,3792,-13952,10672,1826,
35328,4448,-14112,10616,1809,
273396,-16624,656,-468,5908,
35333,4308,-14008,10388,1853,
35338,4184,-13872,10468,1829,
273405,-16652,424,-592,5932,
35346,4264,-13868,10672,4720,
273416,-16548,144,-488,5916,
35351,4220,-13876,10936,1832,
35357,4192,-13852,11008,1814,
273425,-16708,-120,-632,5913,
35365,4128,-13564,10904,4680,
273434,-16740,-328,-496,5934,
35371,4280,-13316,10664,1836,
35376,4608,-13196,10612,1862,
273443,-16672,-232,-772,5989,
35381,4364,-13260,10572,1814,
273453,-16644,44,-968,5967,
35386,4012,-13388,10272,1796,
35392,4412,-13420,10340,1765,
273463,-16460,276,-836,6004,
35397,4476,-13360,10352,1817,
35402,4660,-13220,10260,1743,
273472,-16216,572,-808,5923,
35407,4640,-13020,10168,1718,
35412,4568,-12884,10124,1719,
273481,-15976,580,-624,5954,
35418,4292,-12560,10032,1727,
35424,4500,-12152,10048,1703,
273490,-15716,504,-400,5981,
35429,4368,-12008,9904,1697,
35434,4292,-11760,9596,1673,
273502,-15444,548,-292,5989,
35439,4296,-11616,9688,1673,
273511,-15344,556,8,5913,
35449,5252,-12488,7096,1649,
35454,4348,-11864,7236,1650,
273522,-15356,628,-216,5995,
35460,4544,-10104,8200,1650,
35465,4072,-9288,9056,1650,
273531,-15212,840,-328,5944,
35470,3664,-8224,9652,1633,
35475,2668,-7548,9336,1658,
273543,-15200,1124,-560,5998,
35480,3284,-7168,9680,1657,
35485,3724,-6284,10276,1658,
273553,-15220,964,-640,5924,
35490,3176,-5572,10276,1624,
273562,-15004,804,-396,5944,
35501,2196,-4732,10116,1696,
273571,-14776,584,-368,5945,
35506,3044,-4916,10840,1772,
35511,2092,-5340,11248,1871,
273581,-14892,464,-232,5946,
35519,4060,-6572,13144,4611,
273590,-15260,416,-168,5970,
35527,2700,-12124,12548,4660,
273600,-15536,336,-148,5948,
273609,-15552,672,-384,5920,
273618,-15516,844,-528,5918,
273628,-15672,908,-640,5966,
273637,-15692,856,-596,5917,
273646,-15816,652,-436,5963,
273656,-16056,468,-216,5914,
273666,-16284,588,-416,5959,
273675,-16560,740,-416,5957,
273684,-16892,868,-356,5911,
273693,-17024,752,-124,5932,
273703,-17216,788,-12,5936,
273713,-17160,624,168,5915,
273722,-17276,576,188,5889,
273731,-17272,540,-16,5865,
35666,5752,-8828,8964,134552,
273740,-17240,428,-232,5914,
273750,-17136,532,-612,5956,
273759,-17296,504,-784,5935,
273769,-17500,416,-984,5916,
273778,-17656,132,-916,5910,
273787,-17768,136,-912,5935,
273797,-18244,16,-756,5870,
273806,-18328,-100,-696,5904,
273815,-17972,220,-728,5900,
273824,-17468,376,-652,5930,
273835,-17300,104,-940,5908,
273844,-17048,552,-596,5937,
273853,-16676,684,-864,5921,
273862,-12728,316,164,5977,
35805,3364,-12252,11392,134582,data
273871,-3364,736,-672,5964,
273883,-112,84,1100,5989,
273892,1024,288,-1856,5968,
273902,56,288,308,5960,
273911,708,224,-880,5980,
273921,-104,200,376,5953,
273930,396,60,-316,5977,
273939,408,104,-96,5930,
273948,-152,-8,-36,5897,
273957,312,84,360,5811,
273966,-1000,-24,732,5801,
273975,740,36,-420,5742,
273984,-728,64,264,5721,
273993,468,52,-128,5641,
274001,-888,20,772,5584,
35944,6980,-7464,9784,134542,
274011,428,-32,-116,5525,
274020,-532,40,248,5445,
274028,576,44,-476,5382,
274036,-512,24,484,5314,
274045,236,-40,212,5209,
274054,-476,28,300,5152,
274062,356,60,-344,5095,
274070,-160,128,-24,4959,
274078,220,64,-100,4907,
274086,-412,152,536,4773,
274095,-716,-472,-900,4694,data
274103,-18568,-12176,14588,4582,
274111,-11816,-1796,-2532,4447,
274118,10224,-216,-19896,4356,
274126,-32768,15840,-14616,4258,
274135,-11300,592,-3940,4150,
274142,-28652,-6176,3420,4071,
36083,3696,-12776,9876,134562,
274149,-32768,-17732,5340,3980,
274157,-32768,-11468,24252,3891,
274164,-32768,-1488,-11656,3814,
36099,4008,-13800,8416,4437,
274171,-27440,12300,-8640,3737,
36109,3992,-13816,8680,4554,
274179,-24920,25780,-22752,3685,
36117,3940,-13412,8984,4652,
274187,-13148,20240,-32768,3620,
36125,3996,-12996,9212,4701,
274194,-31728,4852,-21192,3574,
36133,3988,-12800,9344,4652,
274201,-32768,-24156,3164,3493,
36142,3832,-12780,9168,4726,
274207,-26016,-31076,5900,3437,
274214,-32768,-31960,19112,3380,
36150,3864,-12900,9420,4678,
274222,-32768,-31660,27900,3329,
36158,3888,-13004,9404,4726,
274229,-32768,-23944,11608,3280,
36166,3956,-12992,9372,4676,
274236,-29952,-8720,-2300,3233,
36174,3776,-13112,9344,4701,
274242,-32768,5640,-15676,3196,
36183,3904,-13232,9652,4678,
274249,-32592,10884,-12840,3188,
274256,-32768,5572,-14360,3131,
274263,-32768,-876,-3524,3100,
36199,-1592,-18124,6380,4570,
274270,-32768,-10088,2584,3101,
36207,4460,-7348,9444,4577,
274276,-32768,-14288,5928,3077,
36214,2092,-9068,11412,4467,
274283,-30512,-10632,6204,3054,
36222,1932,-10468,12444,4432,
274289,-32240,-5064,-1124,3020,
274296,-27184,232,-5232,3029,
36231,2296,-12976,12404,4474,
274302,-28548,1900,-8684,3023,
36240,2556,-15360,11940,4404,
274309,-27392,1012,-5652,3012,
36248,3608,-16428,11128,4453,
274316,-27640,-984,-2460,2978,
274322,-26496,-3388,1012,2967,
36264,4204,-17220,11700,4398,
274330,-26544,-4260,3508,2999,
274336,-25272,-3624,3292,2986,
36272,3240,-17288,12244,4379,
274343,-24320,-1976,1484,2960,
36280,3056,-15696,12316,4453,
274350,-23312,0,-548,2959,
36288,3524,-14004,11736,4380,
274356,-22328,1080,-1524,2967,
36296,3892,-13296,10440,4424,
274363,-21124,1556,-1836,2961,
274369,-20340,1132,-984,2963,
36304,4116,-13348,9596,4474,
274375,-19604,-20,840,2965,
36314,3948,-13860,9268,4405,
274382,-18784,-592,1948,3000,
36322,3984,-13864,9360,4400,
274388,-18004,-880,2332,2993,
274395,-17568,-324,2120,2973,
36337,3828,-13872,10024,4408,
274403,-17452,928,888,3010,
36345,3924,-13604,9904,4435,
274411,-17152,1704,-248,3014,
274418,-17056,1604,-496,3008,
36354,3904,-13232,9980,4454,
274424,-16312,1428,72,2988,
36362,3888,-12932,9720,4460,
274430,-16064,900,172,2999,
36369,4028,-12896,9368,4461,
274438,-17580,432,1180,3004,
36377,3888,-12896,9244,4411,
274438,-17580,432,1180,3004,
36385,3820,-12916,9192,4455,
274455,-16744,1460,432,3064,
36393,3560,1864,9416,4412,
274461,-16952,2400,-48,3018,
36401,5164,-14880,-1252,4453,
274467,-16972,2980,-700,3014,
36409,-1060,-10344,7712,4449,
274467,-16972,2980,-700,3014,
36417,2544,-7192,9872,4497,
274502,-16944,-772,1972,3089,
36440,2508,-10732,10796,4550,
274509,-17400,-776,2504,3058,
36448,2676,-14416,10684,4720,
274515,-17216,-620,1888,3093,
36456,3016,-16340,10080,4718,
274522,-16796,260,1080,3071,
274529,-16760,984,484,3059,
36464,3732,-17668,9928,4743,
274535,-16508,1284,-212,3087,
36472,4952,-19020,9416,4520,
274542,-16088,1404,-464,3059,
36481,3904,-17620,10312,4550,
274548,-16120,1504,-344,3084,
36489,3180,-16008,11268,4550,
274554,-16700,1468,-364,3067,
274562,-17232,1356,-324,3068,
36502,3192,-14084,11472,1939,
274568,-17376,1228,-140,3072,
36507,3692,-14092,10704,1940,
274575,-17596,896,0,3077,
36512,3880,-14040,10144,1840,
274581,-17460,460,-216,3095,
36518,4008,-14224,9392,1749,
274587,-17100,-212,60,3086,
36524,4184,-14328,8716,1817,
36529,4284,-14496,8608,1793,
274594,-17156,-640,176,3122,
36534,4360,-14580,8588,1768,
274600,-17092,-872,240,3121,
36539,4264,-14712,8652,1768,
274608,-17376,-1020,496,3118,
36544,4336,-14748,8900,1769,
274614,-17448,-1300,688,3102,
36549,4192,-14468,8924,1769,
36555,4148,-14344,9096,1850,
274621,-17648,-1356,616,3131,
36560,4064,-14220,9160,1894,
274627,-17756,-1320,720,3112,
36566,4176,-14012,9024,1919,
274633,-17600,-1124,312,3143,
36571,3984,-13812,8692,1918,
274640,-17440,-1400,20,3149,
36577,4172,-13688,8416,1900,
274647,-17836,-1500,36,3130,
36584,4068,-13756,8160,4381,
274654,-19116,-904,-564,3134,
36592,12996,404,1808,4381,
274660,-18836,148,-1312,3168,
36600,-2000,-15872,4364,4438,
274667,-17712,308,-1812,3199,
36605,3012,-4508,7080,1883,
274673,-16812,-328,-1528,3180,
36611,2844,-5700,7836,1947,
274680,-16804,-1240,-804,3179,
36616,1928,-6504,9496,1798,
274686,-16456,-2200,-316,3187,
36623,1420,-8196,10284,1688,
36628,1588,-10932,10596,1614,
274694,-16200,-2600,-16,3194,
36633,2180,-13404,10592,1589,
274701,-16260,-2692,348,3206,
36638,2540,-15044,10148,1538,
274707,-16140,-2580,256,3240,
36643,2676,-15924,9944,1539,
36648,2840,-16752,9756,1539,
274714,-15736,-2280,-276,3217,
36654,3236,-17644,9728,1519,
274720,-15976,-2180,-388,3198,
36658,3428,-18508,9776,1545,
274727,-16504,-2412,-320,3204,
36663,3760,-19400,10364,1521,
36668,4560,-20048,10312,1522,
274734,-17488,-2156,-688,3212,
36673,3956,-20148,10456,1521,
274741,-17716,-1056,-1108,3219,
36678,2972,-19612,10684,1492,
274748,-16836,-572,-1720,3228,
36683,3012,-18544,10720,1566,
274754,-15928,-536,-1620,3235,
36694,3232,-16732,9632,1616,
274761,-16132,-1152,-860,3240,
36699,3540,-15888,9208,1617,
274767,-16072,-1812,-296,3254,
36704,3856,-15428,8536,1692,
36709,3744,-15304,8056,1865,
274775,-15704,-2292,-16,3288,
36714,3956,-15316,7732,1841,
274782,-15832,-2364,484,3273,
36720,4024,-15252,7560,1865,
274788,-15888,-2324,304,3287,
36725,3888,-15416,7456,1842,
274795,-15648,-2024,-20,3296,
36730,3996,-15276,7324,1917,
274802,-15468,-1580,-272,3330,
36738,3712,-15192,7420,1916,
36743,3764,-15052,7452,1868,
274808,-15532,-1308,-200,3327,
36749,3840,-14956,7392,1875,
274816,-15420,-1252,-264,3337,
36754,4004,-14888,7316,1844,
274823,-15504,-1220,-112,3315,
36759,3836,-14680,7276,1844,
36764,3752,-14624,7000,1821,
274829,-15492,-1224,-144,3351,
36769,3828,-14304,7072,1821,
274838,-15700,-1168,-176,3372,
36774,3964,-14204,6780,1704,
36780,3864,-14184,6832,1629,
274844,-15872,-1088,-328,3345,
36785,3920,-14088,6864,1629,
274853,-15952,-784,-600,3412,
36790,4140,-14068,6804,1605,
36795,4136,-13932,7020,1629,
274861,-15824,-936,-624,3389,
36800,3956,-14000,7156,1623,
274867,-15624,-876,-556,3403,
36805,3912,-13816,7276,1648,
274874,-15412,-1136,-256,3411,
36810,3880,-13772,7128,1647,
36815,3972,-13688,7036,1623,
274881,-15216,-1304,-4,3379,
36820,4056,-13588,7124,1622,
274887,-14700,-1460,248,3400,
36826,3860,-13776,6932,1647,
