starting
503618,-514,-49,-23,623
503624,-505,-50,-12,612
503631,-497,-44,-9,612
503639,-495,-39,-10,613
503646,-496,-44,-16,618
503653,-503,-37,-18,616
503659,-495,-42,-15,620
503666,-509,-44,-24,615
503673,-512,-49,-31,619
503681,-525,-47,-26,619
503688,-528,-52,-32,619
503695,-542,-56,-30,615
503701,-569,-64,-41,618
503708,-580,-71,-37,620
503715,-585,-74,-33,614
503723,-596,-78,-36,609
503730,-604,-81,-39,612
503736,-624,-94,-33,611
503743,-628,-90,-38,612
503750,-646,-90,-39,601
503757,-657,-101,-35,608
503763,-666,-94,-39,596
503771,-679,-104,-46,597
503778,-695,-108,-43,598
503785,-702,-105,-35,592
503791,-716,-100,-41,588
503798,-727,-106,-33,584
503805,-732,-99,-39,577
503812,-747,-95,-44,579
503819,-760,-96,-47,574
503825,-769,-97,-40,563
503832,-786,-81,-39,558
503838,-791,-80,-42,556
503845,-802,-81,-45,555
503852,-815,-77,-49,552
503859,-837,-78,-57,535
503865,-862,-76,-63,505
503871,-884,-75,-58,523
503877,-917,-77,-64,536
503884,-941,-71,-68,531
503890,-968,-72,-74,527
503897,-1000,-84,-74,523
503904,-1031,-91,-85,522
503910,-1060,-93,-101,514
503916,-1105,-109,-102,518
503923,-1126,-107,-101,509
503929,-1156,-125,-101,504
503936,-1183,-128,-105,500
503943,-1207,-136,-112,497
503949,-1219,-134,-111,489
503955,-1247,-142,-118,476
503961,-1262,-151,-116,481
503967,-1285,-150,-117,474
503973,-1303,-150,-107,480
503981,-1320,-159,-123,470
503987,-1326,-161,-109,471
503993,-1345,-154,-124,462
503999,-1337,-158,-117,469
504005,-1348,-153,-119,462
504011,-1354,-146,-116,460
504017,-1363,-155,-119,457
504024,-1362,-143,-113,454
504030,-1360,-134,-117,458
504036,-1355,-134,-124,451
504042,-1365,-120,-117,449
504048,-1366,-119,-113,448
504054,-1367,-115,-122,446
504060,-1370,-110,-125,445
504067,-1372,-106,-126,448
504073,-1401,-115,-117,439
504079,-1412,-107,-136,438
504085,-1407,-116,-136,442
504091,-1427,-119,-134,446
504097,-1433,-126,-139,441
504103,-1437,-131,-145,441
504110,-1452,-132,-144,441
504116,-1462,-149,-145,442
504122,-1468,-146,-149,442
504128,-1467,-160,-148,443
504134,-1471,-165,-139,444
504140,-1458,-166,-142,445
504146,-1458,-168,-135,446
504153,-1444,-170,-135,451
504159,-1435,-171,-132,449
504165,-1428,-165,-124,451
504171,-1410,-165,-133,457
504177,-1399,-160,-127,458
504183,-1388,-149,-122,465
504189,-1365,-151,-126,468
504196,-1342,-149,-118,462
504202,-1319,-141,-112,469
504209,-1289,-129,-112,472
504215,-1277,-133,-101,475
504221,-1250,-121,-102,473
504227,-1226,-121,-105,480
504233,-1212,-113,-94,471
504240,-1190,-105,-95,480
504246,-1168,-105,-97,487
504253,-1145,-103,-94,492
504259,-1136,-104,-86,494
504265,-1114,-96,-90,467
504271,-1106,-96,-82,506
504278,-1092,-101,-75,482
504285,-1081,-103,-87,514
504291,-1075,-112,-95,489
504297,-1060,-109,-83,476
504303,-1040,-121,-85,530
504310,-1016,-122,-80,529
504316,-1010,-123,-76,534
504324,-988,-122,-72,534
504330,-969,-123,-71,538
504337,-940,-124,-69,546
504343,-925,-119,-67,550
504350,-906,-123,-62,554
504356,-877,-119,-68,558
504364,-863,-103,-58,562
504370,-828,-113,-45,562
504377,-811,-104,-47,565
504383,-783,-105,-42,569
504390,-765,-96,-45,572
504397,-729,-90,-30,570
504403,-709,-89,-33,577
504411,-690,-90,-30,575
504417,-676,-82,-21,584
504424,-655,-74,-25,586
504431,-630,-74,-20,589
504437,-607,-68,-17,597
504444,-597,-65,-13,594
504452,-577,-59,-20,605
504459,-572,-65,-11,608
504465,-558,-59,-9,614
504472,-545,-67,-13,615
504479,-539,-65,-14,617
504486,-540,-55,-11,618
504494,-536,-61,-14,617
504501,-529,-65,-9,622
504507,-515,-61,-12,622
504514,-531,-69,-8,627
504521,-522,-74,-23,619
504528,-535,-72,-16,619
504536,-536,-78,-18,628
504543,-541,-75,-6,624
504549,-544,-75,-18,619
504556,-554,-76,-16,622
504563,-550,-71,-24,620
504570,-554,-82,-20,615
504578,-564,-74,-21,615
504584,-581,-84,-25,613
504591,-584,-76,-29,610
504598,-592,-78,-25,613
504605,-604,-79,-24,602
504612,-618,-82,-29,605
504619,-638,-86,-31,602
504626,-650,-92,-30,599
504633,-669,-84,-33,593
504639,-677,-88,-38,590
504646,-700,-90,-34,550
504652,-717,-90,-29,580
504659,-725,-97,-41,501
504666,-751,-95,-52,576
504672,-760,-84,-48,511
504679,-771,-88,-41,581
504685,-783,-94,-39,484
504692,-803,-88,-50,576
504698,-823,-89,-54,559
504706,-845,-90,-53,563
504712,-862,-84,-56,559
504719,-878,-94,-54,559
504725,-916,-87,-70,555
504732,-935,-97,-65,551
504738,-963,-99,-72,547
504744,-977,-103,-76,534
504752,-1011,-95,-74,533
504758,-1029,-100,-85,529
504764,-1053,-106,-91,525
504771,-1076,-109,-76,517
504777,-1091,-115,-95,513
504783,-1106,-115,-90,509
504791,-1133,-118,-85,500
504797,-1149,-126,-93,501
504803,-1177,-126,-96,498
504809,-1193,-131,-101,494
504816,-1215,-135,-111,482
504822,-1237,-144,-106,478
504828,-1267,-153,-106,483
504835,-1287,-149,-109,471
504841,-1300,-158,-113,477
504847,-1317,-147,-118,471
504854,-1332,-156,-115,468
504860,-1354,-152,-114,470
504866,-1351,-148,-125,458
504872,-1359,-145,-117,460
504879,-1373,-145,-116,458
504885,-1369,-137,-115,464
504891,-1377,-132,-120,475
504897,-1382,-128,-132,468
504903,-1379,-127,-128,459
504909,-1384,-121,-130,465
504915,-1395,-120,-134,465
504923,-1404,-120,-131,459
504928,-1405,-118,-139,436
504934,-1420,-128,-131,449
504940,-1423,-120,-136,449
504946,-1413,-124,-135,439
504952,-1419,-123,-130,452
504958,-1420,-126,-129,447
504965,-1424,-132,-124,443
504971,-1426,-139,-133,443
504977,-1426,-136,-123,444
504983,-1421,-148,-130,445
504989,-1423,-149,-131,437
504995,-1426,-151,-128,441
505001,-1417,-148,-126,446
505008,-1411,-154,-120,452
505014,-1412,-160,-124,454
505020,-1417,-161,-131,450
505026,-1410,-161,-128,452
505032,-1402,-158,-128,459
505038,-1394,-151,-124,462
505044,-1382,-155,-131,451
505052,-1363,-144,-128,462
505058,-1347,-147,-128,464
505064,-1340,-145,-115,470
505070,-1305,-139,-121,464
505076,-1302,-128,-122,476
505082,-1259,-121,-119,479
505089,-1240,-117,-119,482
505096,-1226,-110,-111,478
505102,-1198,-110,-120,480
505108,-1185,-104,-99,492
505114,-1156,-100,-103,497
505121,-1141,-96,-95,495
505127,-1122,-101,-91,504
505134,-1098,-101,-87,500
505140,-1076,-99,-81,504
505147,-1057,-103,-77,507
505153,-1040,-104,-77,503
505159,-1025,-108,-69,511
505166,-1002,-107,-74,523
505172,-990,-107,-67,523
505179,-968,-105,-57,527
505186,-953,-112,-64,535
505192,-937,-113,-58,543
505198,-924,-117,-58,495
505205,-905,-121,-57,520
505211,-894,-121,-66,521
505218,-876,-118,-54,529
505225,-862,-114,-61,541
505231,-842,-109,-54,562
505238,-826,-109,-53,565
505244,-813,-112,-58,542
505251,-787,-98,-45,576
505257,-765,-103,-46,551
505265,-744,-97,-49,587
505272,-726,-94,-42,589
505278,-704,-83,-38,588
505285,-679,-75,-42,594
505292,-659,-78,-43,597
505298,-637,-70,-36,597
505306,-616,-66,-33,594
505313,-604,-66,-33,605
505320,-584,-48,-26,604
505326,-566,-58,-24,611
505333,-553,-52,-20,607
505340,-540,-56,-14,613
505348,-535,-54,-11,611
505355,-522,-52,-18,613
505361,-527,-51,-11,598
505368,-511,-52,-14,605
505375,-502,-52,-10,610
505382,-504,-57,-4,607
505389,-506,-66,-9,616
505396,-502,-64,-1,615
505403,-512,-67,-10,606
505410,-518,-73,-8,607
505416,-534,-79,-10,610
505423,-538,-73,-9,612
505431,-545,-86,-19,603
505438,-565,-87,-10,606
505444,-584,-85,-17,597
505451,-595,-87,-29,602
505458,-614,-90,-29,604
505465,-629,-93,-25,607
505472,-648,-92,-36,600
505479,-666,-87,-39,601
505486,-679,-91,-46,598
505492,-696,-87,-47,593
505499,-709,-88,-54,589
505506,-725,-82,-56,558
505512,-746,-82,-55,587
505520,-758,-78,-59,583
505526,-767,-80,-54,585
505533,-776,-83,-49,552
505539,-791,-69,-62,524
505546,-809,-78,-61,577
505552,-816,-68,-73,518
505559,-828,-70,-69,547
505566,-843,-72,-67,567
505573,-862,-74,-61,559
505579,-881,-78,-59,555
505585,-884,-78,-63,547
505592,-902,-83,-57,542
505598,-914,-81,-56,539
505606,-945,-88,-62,535
505612,-965,-97,-67,531
505618,-988,-103,-62,519
505624,-1010,-106,-75,518
505631,-1045,-114,-69,514
505637,-1068,-117,-77,514
505644,-1093,-123,-84,506
505651,-1126,-131,-88,503
505657,-1152,-132,-96,503
505663,-1185,-131,-103,499
505670,-1216,-140,-103,498
505676,-1241,-138,-117,464
505682,-1268,-142,-125,491
505689,-1290,-136,-130,484
505695,-1315,-137,-142,481
505701,-1321,-134,-133,442
505707,-1344,-136,-141,478
505713,-1358,-138,-135,468
505719,-1359,-135,-142,439
505725,-1362,-127,-145,454
505732,-1368,-124,-143,444
505738,-1366,-125,-143,451
