starting,,,,,
651449,-16104,100,-264,6973,
414073,560,244,17212,896,
414092,736,316,17356,897,
651478,-16252,72,-284,6947,
414096,652,200,17128,888,
414102,692,216,17176,896,
651488,-16220,168,-180,6947,
414111,652,308,17048,894,
414115,628,268,17176,886,
651498,-16164,216,-56,6941,
414119,712,264,17200,885,
414124,612,236,17192,884,
651508,-16072,300,-72,6898,
414128,776,136,17104,887,
414136,600,312,17208,896,
651518,-16092,172,-116,6898,
414140,644,340,17040,884,
414144,728,288,17260,881,
651529,-16032,224,-256,6922,
414150,868,180,17176,897,
414154,708,256,17164,884,
651540,-16124,108,-220,6914,
414168,616,200,17204,896,
651555,-16212,64,68,6969,
414174,820,404,17168,896,
414203,668,280,17092,896,
651589,-16056,12,-300,6946,
414208,832,296,17020,887,
414216,656,368,17152,896,
651599,-16136,60,-216,6921,
414220,740,368,17196,886,
651610,-16140,124,-44,6922,
414229,700,268,17184,896,
414235,584,352,17148,896,
651620,-16188,-40,236,6947,
414239,644,164,17076,887,
651630,-16332,-192,212,6897,
414249,664,252,17164,896,
414256,704,240,17136,902,
651640,-16236,-8,0,6865,
414260,632,196,17080,885,
414271,560,360,17252,896,
414275,608,312,17204,882,
651657,-15880,364,-448,6926,
414275,608,312,17204,882,
414284,520,304,17112,923,
651668,-15960,128,-780,6969,
414290,588,244,17136,895,
414295,700,176,17152,887,
651679,-16080,136,-528,6919,
414299,620,232,17088,912,
414304,676,296,17180,883,
414308,644,188,17196,883,
651689,-16076,132,-432,6939,
414312,676,308,17048,910,
414316,840,300,17124,888,
651700,-16064,-176,-160,6888,
414320,620,188,17248,888,
414324,636,236,17208,887,
414328,780,344,17176,884,
651710,-15972,-300,-52,6986,
414333,688,372,17164,916,
414338,596,380,17076,912,
651722,-16056,-188,-184,6919,
414342,580,216,17196,910,
414348,672,280,17164,896,
651732,-16000,172,-356,6886,
414356,708,296,17136,888,
414360,724,276,17224,888,
651743,-15952,356,-516,6912,
414364,880,380,17220,888,
414368,580,264,17108,883,
651753,-16020,320,-860,6864,
414373,604,220,17108,889,
414379,720,320,17268,897,
651763,-16012,64,-668,6941,
414384,656,304,17176,892,
414389,596,236,17200,896,
651774,-16152,20,-420,6897,
414394,640,280,17060,892,
414399,696,256,17312,896,
651785,-16108,272,-536,6915,
414408,784,184,17164,889,
414412,540,296,17196,883,
651795,-16316,460,-572,6933,
414416,524,172,17252,888,
414420,564,360,17140,888,
651805,-16140,324,-428,6886,
414425,660,264,17068,888,
414431,716,372,17140,896,
651815,-16056,124,28,6861,
414435,684,280,17120,888,
414441,720,340,17252,896,
651826,-16244,124,-148,6920,
414445,736,180,17108,888,
414451,588,296,17188,895,
651836,-16188,388,-136,6905,
414459,624,340,17180,888,
414465,684,256,17088,892,
651846,-16256,396,-200,6910,
414469,848,436,17012,881,
414475,636,204,17220,902,
651857,-16224,184,-216,6934,
414479,540,284,17160,885,
414483,548,292,17080,887,
651868,-16256,4,-44,6901,
414487,756,232,17108,886,
414493,716,296,17216,896,
651878,-16172,180,-132,6969,
414497,636,160,17220,885,
414503,568,256,17284,896,
651888,-16172,236,-12,6927,
414508,664,316,17224,884,
414521,624,244,17160,896,
651904,-16336,48,416,6934,
414525,608,172,17100,883,
414529,752,288,17140,888,
651914,-16344,44,364,6918,
414533,552,268,17228,887,
414539,600,288,17132,896,
414543,584,348,17180,888,
651924,-16416,168,252,6967,
414547,596,216,17144,888,
414552,572,184,17296,888,
651935,-16328,448,-132,6915,
414557,760,236,17116,890,
414561,640,132,17148,884,
651945,-16300,152,-196,6900,
414565,532,228,17200,884,
414579,604,280,17072,896,
651963,-16276,84,40,6958,
414584,680,140,17176,889,
414588,644,288,17036,885,
651973,-16348,324,4,6916,
414593,656,268,17192,886,
414599,692,248,17176,896,
414603,596,304,17160,884,
651983,-16140,432,164,6941,
414607,652,200,17324,885,
414611,768,280,16980,888,
651996,-16220,456,440,6984,
414615,724,272,17124,887,
414621,748,296,17300,896,
414658,624,172,17244,896,
414662,572,176,17108,888,
652045,-16360,224,44,6935,
414666,636,88,17188,888,
414670,772,296,17168,889,
652055,-16212,764,-52,6996,
414674,688,328,17196,888,
414681,632,216,17116,896,
652065,-16228,820,-372,6912,
414689,680,316,17040,892,
414694,748,232,17164,884,
652076,-16196,480,240,6957,
414698,608,144,17124,884,
414702,684,308,17236,881,
652086,-16232,-136,436,6913,
414706,692,280,17060,888,
