starting,,,,,
768668,-9476,6560,-3048,6960,
531500,648,300,17300,890,
531505,628,296,17068,896,
531510,644,240,17168,890,
768679,-11752,6932,2808,6984,
531514,608,272,17136,884,
531518,732,304,17244,885,
768690,-11236,-3132,4168,7028,
531522,664,348,17168,885,
531526,724,396,17200,888,
531530,692,220,17132,888,
768700,-13456,-8876,-524,7071,
531534,724,260,17152,888,
531538,620,268,17316,884,
768711,-12900,-5932,-8236,7081,
531544,664,220,17284,891,
531548,680,264,17068,881,
531552,628,304,17188,884,
768721,-15696,1684,-9816,7021,
531556,512,380,17192,887,
531560,776,332,17304,888,
768733,-14512,3740,-4104,7119,
531564,656,280,17288,888,
531568,576,324,17240,888,
531572,576,252,17068,885,
768743,-15324,152,3928,7134,
531577,736,228,17216,891,
531581,572,236,17128,887,
768753,-15148,-1724,5068,7105,
531586,580,320,17160,886,
531590,732,340,17156,888,
531594,688,304,17044,888,
768764,-15732,-616,1624,7160,
531598,644,280,17116,888,
531602,664,248,17196,888,
768775,-15304,16,-3044,7198,
531606,684,316,17168,891,
531611,740,220,17160,885,
531615,784,368,17188,883,
768786,-15256,376,-4096,7186,
531619,752,292,17068,884,
531623,688,272,17024,887,
768796,-15112,372,-2312,7224,
531628,588,324,17116,887,
531634,664,332,17208,896,
531638,692,312,17180,887,
531671,676,348,17304,896,
531675,592,232,17188,888,
768846,-14320,-368,-1724,7338,
531679,728,196,17188,888,
531683,716,304,17220,888,
531687,724,296,17064,885,
768858,-13976,704,-3136,7302,
531692,720,328,17172,892,
531696,580,296,17200,881,
768868,-14272,1556,-2464,7326,
531700,548,176,17144,885,
531704,660,324,17136,883,
531708,648,332,17212,888,
768879,-14184,1228,-644,7285,
531713,756,292,17216,887,
531717,600,200,17248,888,
768889,-14576,396,696,7319,
531721,608,216,17088,886,
531727,676,236,17268,896,
531764,568,232,17208,872,
531768,704,236,17264,888,
768940,-14524,1164,-2308,7200,
531772,652,272,17340,883,
531777,704,336,17068,892,
531781,784,300,17188,887,
768950,-14648,1208,-1212,7173,
531785,664,204,17128,885,
531789,640,216,17184,881,
768961,-15100,1156,-516,7149,
531793,564,196,17160,888,
531798,696,296,17256,888,
531802,612,268,17140,888,
768971,-15340,1568,-960,7154,
531806,612,152,17264,884,
531811,760,404,17160,892,
768983,-15168,2028,-1548,7082,
531815,724,268,17192,885,
531819,656,292,17228,883,
531823,744,268,17276,888,
768993,-15348,2152,-2032,7033,
531827,636,276,17088,888,
531831,684,160,17044,888,
769004,-15528,2304,-1776,7256,
531835,744,324,17176,888,
531840,648,264,17124,891,
531845,664,224,17072,883,
769014,-15972,1860,-1132,7135,
531849,640,228,17176,881,
531853,604,208,17168,885,
769026,-15920,1460,-552,7190,
531857,640,260,17200,888,
531861,712,380,17252,887,
531865,728,364,17228,887,
769036,-15732,1020,-128,7370,
531869,700,320,17284,888,
531874,592,328,17112,891,
769047,-15928,1048,-428,7237,
531878,800,284,17148,886,
531885,620,260,17080,902,
531889,716,216,17248,883,
769057,-16232,1032,-916,7373,
531893,580,280,17084,886,
531897,736,288,17068,883,
769069,-16328,1100,-924,7350,
531901,688,184,17064,888,
531905,696,196,17116,888,
531909,732,260,17116,888,
769080,-16344,1704,-1108,7299,
531913,752,192,17248,884,
531918,684,184,16948,891,
769090,-16312,1844,-100,7299,
531922,628,316,17232,881,
531927,648,300,17236,884,
769101,-16528,1992,44,7349,
531937,732,372,17164,892,
531941,656,264,17348,888,
769112,-16432,1928,-136,7416,
531945,652,236,17160,886,
531949,724,280,17180,887,
531953,668,180,17200,888,
769123,-16528,1556,-380,7411,
531958,648,296,17200,888,
531962,708,252,17200,883,
769134,-16536,1068,-96,7460,
531966,572,296,17136,885,
531971,716,280,17256,883,
531975,608,196,17248,888,
769144,-16568,1164,-348,7443,
531979,616,284,17200,888,
531983,684,192,17180,887,
769156,-16736,1812,-348,7471,
531987,576,252,17132,884,
531993,768,196,17200,897,
531997,764,412,17204,884,
769167,-16428,1992,-32,7418,
532002,756,304,17200,891,
532006,692,356,17264,886,
769178,-16076,1484,220,7454,
532011,680,284,17188,883,
532015,592,256,17092,884,
532019,584,220,16992,887,
769188,-16272,1768,-372,7516,
532023,660,200,17056,885,
532027,680,316,17152,887,
769200,-16292,1768,-632,7438,
532031,596,304,17132,883,
532037,592,292,17240,896,
532041,780,260,17288,883,
769211,-16324,1900,-1268,7341,
532046,640,372,17292,891,
532050,688,336,17100,884,
769221,-16800,900,-172,7325,
532055,688,224,17136,883,
532059,672,328,17264,881,
532063,600,200,17112,888,
769232,-16068,548,252,7305,
532067,560,240,17132,888,
532071,580,228,16988,888,
769243,-16208,1328,472,7267,
532075,576,276,17168,884,
532080,600,192,17136,890,
532084,772,252,17240,886,
769254,-16184,1860,636,7319,
532088,740,360,17120,884,
532092,664,244,17216,880,
769265,-12780,912,120,7373,
532097,732,248,17184,886,
532103,684,224,17120,896,
532107,720,360,17204,887,
769275,-13788,856,320,7277,
532107,720,360,17204,887,
532130,736,252,17136,896,
769304,-436,-972,328,7322,
532136,580,244,17196,872,
532141,700,160,17176,884,
532146,704,340,17152,889,
769314,-1572,288,724,7312,
532150,716,196,17112,886,data
532154,688,224,17060,883,
769326,2172,224,-832,7277,
532158,692,320,17108,883,
532162,792,216,17232,888,
532166,604,236,17136,888,
769336,12,124,120,7230,
532170,672,388,17196,887,
532174,708,408,17200,885,
769347,144,8,-476,7285,
532179,760,220,17220,889,
532184,648,256,17088,885,
532188,648,344,17092,882,
769357,472,-148,284,7127,
532192,672,312,17152,887,
532196,744,396,17364,889,
769368,-1276,-92,1292,7107,
532200,620,216,17184,888,
532204,656,304,17008,863,
532208,676,296,17212,883,
769378,1956,260,-1448,7104,
532213,704,212,17060,885,
532217,532,220,17196,883,
769389,664,76,-836,7246,
532221,720,280,17088,883,
532226,704,216,17220,887,
532230,660,268,17188,888,
769399,-1184,-144,1280,7107,
532234,656,304,17160,887,
532238,652,356,17316,864,
769410,656,-16,-180,7125,
532242,692,244,17232,884,
532247,636,272,17132,886,
532251,724,360,17128,887,
769420,-444,60,356,7016,
532255,680,316,17140,885,
532259,572,228,17192,887,
769430,1240,248,-1024,6876,
532263,596,244,17136,888,
532268,620,380,17124,888,
532272,576,288,17312,888,
769440,948,92,-712,7097,
532277,624,224,17120,892,
532281,572,300,17292,886,
769451,-1324,-84,1404,6831,
532285,556,208,17208,882,
532289,568,240,17184,883,
769461,720,16,-392,6631,
532293,652,216,17120,888,
532299,704,276,17188,896,
769471,-300,-16,-116,6683,
532303,692,276,17164,888,
532307,640,160,17132,888,
532312,728,208,17248,888,
769481,324,132,-332,6523,
532316,696,184,17256,883,
532321,712,400,17188,891,
769490,560,152,16,6399,
532325,540,312,17176,885,
532329,728,248,17128,884,
769501,-640,156,676,6420,
532333,716,360,17292,887,
532337,732,300,17072,887,
532341,744,308,17072,888,data
769510,-5212,-684,-2832,6370,
532345,792,204,17124,887,
532349,648,276,17008,883,
769519,-12000,-4268,5780,6011,
532355,652,264,17112,888,
532359,604,240,17260,883,
769529,-17600,-3988,-700,5988,
532363,740,320,17152,884,
532367,728,344,17284,888,
769539,-21428,-4296,-1800,6132,
532371,724,352,17060,887,
532377,736,380,17160,896,
769548,-32768,-5640,-932,5649,
532381,684,248,17236,888,
532385,720,280,17080,888,
532389,656,268,17188,887,
769558,-32768,11976,-19360,6984,
532393,732,248,17008,892,
532399,652,264,17272,883,
769567,25160,30252,-31424,5529,
532403,660,184,17140,883,
532407,600,148,17116,885,
769576,17136,12548,-15904,5381,
532411,692,304,17216,888,
532415,644,224,17272,887,
769586,-16628,-32768,32767,5558,
532421,752,264,17216,896,
532425,768,236,17220,887,
769595,-9060,-32768,32767,5259,
532429,788,264,17324,888,
532433,600,300,17076,888,
769604,-11368,-32768,26084,5144,
532439,600,252,17132,890,
532443,588,204,17184,884,
769612,-27776,-26812,-5068,5148,
532447,800,316,17168,883,
532451,652,260,17248,886,
769622,-30464,10192,-25148,4905,
532455,640,324,17084,887,
532459,672,324,17104,886,
769630,-32768,24516,-16352,4793,
532463,532,228,17204,887,
532467,596,236,17172,883,
769638,-32768,14452,-6316,4686,
532472,696,240,17180,889,
532476,868,332,17216,883,
769646,-32768,-4728,12552,4586,
532481,716,248,17192,881,
532485,568,236,17144,887,
769654,-32768,-13848,15632,4513,
532489,588,232,17108,887,
532493,624,232,17296,887,
769662,-32768,-8992,2160,4451,
532497,556,208,17236,887,
532501,764,300,17072,885,
769671,-32768,5100,-18732,4401,
532506,740,256,17060,889,
532510,580,196,17152,885,
769678,-32768,13728,-21500,4372,
532514,672,308,17196,885,
532518,604,256,17168,885,
769686,-32768,10312,-23336,4299,
532523,696,256,17156,887,
769694,-32768,3976,-8392,4236,
532527,592,280,17084,886,
532533,552,252,17168,896,
769702,-32768,-3700,-1560,4250,
532537,640,296,17256,864,
769710,-32768,-5044,7640,4219,
532541,580,340,17256,887,
532547,632,284,17132,896,
769718,-32768,952,3276,4152,
532551,648,284,17172,888,
532555,668,372,17144,883,
769725,-32768,6936,-2104,4165,
532560,616,244,17072,888,
532564,540,352,17200,886,
769733,-32768,6732,-6980,4140,
532569,504,240,17256,883,
532573,516,164,17116,883,
769740,-30120,2116,-6612,4109,
532577,616,200,17224,863,
769748,-28576,-4376,-4216,4123,
532581,808,324,17108,888,
532587,704,368,17124,896,
769756,-27096,-5468,-1048,4107,
532591,516,276,17136,887,
532595,684,204,17156,887,
769764,-25612,-1572,4,4105,
532599,648,272,17156,884,
769771,-25264,3948,988,4093,
532604,644,260,17184,890,
532610,544,184,17112,872,
769779,-24168,6436,1388,4092,
532615,688,300,17168,891,
769786,-22040,3824,3564,4084,
532619,808,324,17148,886,
532624,560,232,17140,902,
769794,-21744,-1368,5496,4110,
532629,612,284,17212,883,
532633,648,188,17224,883,
769802,-19388,-3688,4272,4087,
532637,544,240,17180,881,
532641,688,328,17236,888,
769809,-17344,-2912,1100,4117,
532645,584,352,17120,887,
769817,-17280,180,-2044,4091,
532649,628,220,17228,887,
532656,636,260,17200,897,
769824,-16696,2740,-2928,4099,
532660,708,336,17112,888,
532664,708,232,17144,863,
769832,-16768,3316,-864,4123,
532668,692,388,17176,892,
769840,-17440,1932,2292,4128,
532677,696,396,17176,883,
769848,-17556,-320,4788,4109,
532681,704,196,17068,882,
532685,636,280,17212,887,
769855,-18144,-1692,5724,4112,
532689,704,284,17228,888,
769863,-17804,-1628,3864,4112,
532700,688,192,17136,896,
769870,-17008,-1376,1500,4120,
532704,672,300,17080,888,
532710,760,368,17200,872,
769879,-16848,-1524,136,4144,
532714,704,240,17216,887,
532751,588,184,17204,872,
769922,-18052,-1532,2644,4184,
532757,612,320,17192,872,
532761,572,336,17292,888,
769930,-17536,-2552,1976,4177,
532765,744,244,17112,888,
532769,852,200,17136,863,
769937,-17420,-3360,928,4190,
532773,700,328,17160,889,
532779,624,360,17260,882,
769947,-17012,-3528,-252,4227,
532783,584,216,17184,885,
532787,708,300,17160,882,
769954,-17000,-3072,-620,4194,
532791,728,200,17180,888,
769963,-17248,-2616,-400,4172,
532797,676,292,17392,895,
769970,-17776,-2684,504,4186,
532801,756,284,17144,887,
532809,740,264,17160,878,
769978,-18144,-2516,1284,4218,
532813,648,212,17184,882,
532817,592,112,17068,884,
769985,-18232,-2180,1092,4232,
532822,696,308,17176,887,
769993,-18264,-2548,804,4239,
532826,716,308,17140,887,
532832,692,268,17136,896,
770000,-17700,-3328,364,4226,
532836,632,268,17240,887,
770009,-17412,-3740,-108,4259,
532842,564,200,17240,895,
532848,800,256,17284,896,
770017,-17144,-3592,-420,4231,
532852,624,312,17072,888,
532856,620,340,17156,863,
770024,-16664,-2924,-620,4270,
532860,716,264,17036,887,
532897,624,284,17236,871,
770068,-15520,-2824,252,4366,
532901,652,252,17248,887,
532908,840,328,17188,896,
770076,-15604,-2872,-304,4341,
532912,624,296,17364,887,
532916,564,252,17104,887,
770083,-15460,-3336,-480,4325,
532920,744,284,17116,884,
532957,720,304,17140,896,
770127,-15196,-2956,724,4421,
532961,724,304,17156,883,
532967,660,212,17088,896,
770136,-14832,-3604,584,4393,
532971,704,240,17196,884,
532976,660,332,17156,891,
770144,-14580,-3932,244,4401,
532980,720,276,17092,884,
532984,784,316,17192,885,
770151,-14204,-3896,-156,4417,
532988,696,296,17316,884,
770159,-14088,-3980,-264,4442,
532997,788,324,17256,887,
770167,-13928,-3844,4,4423,
533001,648,272,17168,888,
533005,728,220,17328,888,
770176,-13360,-3492,220,4446,
533011,624,260,17168,872,
533015,640,256,17140,883,
770183,-13784,-2920,248,4474,
533020,644,292,17160,887,
533024,452,304,17192,881,
770191,-13224,-2496,140,4458,
533028,628,268,17184,882,
533032,724,300,17128,887,
770201,-12812,-2688,-92,4518,
533037,668,336,17188,888,
533041,688,352,17172,888,
770209,-12732,-2812,36,4495,
533045,560,224,16944,888,
533049,736,324,17180,891,
770216,-12500,-2700,192,4478,
533054,524,252,17228,883,
533058,528,248,17096,881,
533090,556,192,17176,897,
770260,-9936,-504,304,4547,
533095,736,244,17176,886,
533100,676,340,17172,896,
770269,-9084,212,-276,4521,
533105,808,316,17060,866,
533109,644,284,17188,885,
770277,-8788,384,-480,4561,
533113,540,332,17112,881,
533117,556,268,17228,887,
770285,-8464,320,-592,4507,
533122,532,252,17120,888,
533126,592,268,17112,887,
533158,700,280,17176,896,
533163,672,316,17196,887,
770330,-7172,-696,772,5377,
533167,744,216,17380,914,
533203,696,364,17104,895,
770374,-8164,2464,-512,4434,
533208,752,280,17180,863,
533214,636,304,17080,896,
770381,-7876,2460,-460,4378,
533218,476,280,17132,887,
533222,628,192,17248,887,
770390,-8056,2364,-480,4344,
533226,656,148,17044,883,
533263,520,144,17148,872,
770433,-9724,-1344,1264,4145,
533267,628,252,17260,884,
533272,648,296,17196,890,
770441,-9912,-1348,1544,4101,
533276,644,372,17204,886,
533280,724,220,17168,885,
770448,-10480,-1288,1616,4013,
533284,588,240,17160,888,
533288,728,292,17116,888,
770456,-11832,-892,1556,3997,
533293,732,380,17188,888,
770463,-13704,188,764,3934,
533297,572,316,17100,887,
533303,700,400,17140,896,
770470,-14932,1604,-356,3902,
533307,664,148,17168,887,
770478,-15624,2660,-2044,3879,
533311,700,124,17172,885,
533317,692,156,17204,896,
770485,-17208,2768,-1876,3864,
533321,808,232,17228,884,
533326,596,204,17124,891,
770493,-19212,1888,-1820,3779,
533330,608,248,17200,886,
770500,-20400,2084,-408,3785,
533335,660,280,17100,884,
533339,580,260,17200,888,
770507,-21192,1748,-736,3722,
533343,640,304,17040,888,
533347,612,192,17236,888,
770514,-20676,1332,-556,3685,
533351,684,224,17204,888,
770522,-21200,1080,1576,3675,
533355,664,264,17116,889,
533361,560,252,17092,896,
770529,-21412,928,748,3642,
533365,672,196,17240,891,
770536,-20876,2184,1288,3588,
533370,604,244,17240,881,
533376,636,228,17228,902,
770543,-22028,2380,-208,3550,
533381,556,288,17152,884,
770549,-23056,3468,-2412,3522,
533385,608,204,16992,883,
533389,724,312,17252,883,
770556,-24576,2620,-2232,3515,
533393,660,216,17160,888,
533397,648,340,17220,887,
770564,-24092,1360,-1996,3489,
533401,752,232,17232,888,
770571,-23100,-2616,-76,3411,
533405,780,288,17104,888,
533410,660,224,17192,892,
770578,-23136,-5508,2872,3379,
533414,708,260,17140,885,
533419,568,180,17168,883,
770584,-21536,-6948,3864,3359,
533423,720,260,17136,884,
533427,736,352,17132,888,
770593,-21824,-5636,3216,3361,
533431,772,316,17304,888,
770600,-22364,-3216,1772,3278,
533435,632,312,17180,887,
770607,-21404,-1184,-212,3282,
533441,688,308,17208,872,
533447,644,172,17192,896,
770614,-21372,-368,-172,3256,
533451,656,196,17216,887,
770620,-21536,-1448,792,3245,
533455,640,240,17212,888,
533459,648,280,17084,888,
770627,-21388,-3304,2028,3225,
533465,696,268,17056,892,
770634,-21144,-3192,3024,3201,
533469,672,252,17120,882,
533475,624,248,17288,902,
770640,-19340,-2776,3572,3215,
533479,720,252,17248,882,
